AdvisoryID,Version,Severity,Description,Link
NCSC-2025-0024,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle MySQL,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0024
NCSC-2025-0023,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle PeopleSoft,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0023
NCSC-2025-0022,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Enterprise Manager,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0022
NCSC-2025-0021,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Communications,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0021
NCSC-2025-0020,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Database producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0020
NCSC-2025-0005,[1.00],[H/H],Kwetsbaarheden verholpen in Ivanti Connect Secure en Policy Secure,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0005
NCSC-2025-0019,[1.00],[M/M],Kwetsbaarheden verholpen in Schneider Electric Modicon,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0019
NCSC-2025-0018,[1.00],[M/H],"Kwetsbaarheden verholpen in Fortinet FortiSwitch, FortiManager, FortiAnalyzer, FortiOS en FortiProxy",https://advisories.ncsc.nl/advisory?id=NCSC-2025-0018
NCSC-2025-0017,[1.00],[M/H],Kwetsbaarheden verholpen in Ivanti Endpoint Manager,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0017
NCSC-2025-0016,[1.00],[M/H],Kwetsbaarheden verholpen in Mozilla Firefox en Thunderbird,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0016
NCSC-2025-0015,[1.00],[M/H],Kwetsbaarheden verholpen in Rsync,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0015
NCSC-2025-0014,[1.00],[M/H],Kwetsbaarheid verholpen in Microsoft Dynamics Power Automate,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0014
NCSC-2025-0013,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Azure,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0013
NCSC-2025-0012,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Office,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0012
NCSC-2025-0011,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Developer Tools,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0011
NCSC-2025-0010,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Windows,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0010
NCSC-2025-0008,[1.00],[M/H],Kwetsbaarheden verholpen in Siemens producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0008
NCSC-2025-0007,[1.00],[M/H],Kwetsbaarheden verholpen in SAP producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0007
NCSC-2025-0006,[1.00],[M/H],Kwetsbaarheden verholpen in Juniper JunOS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0006
NCSC-2025-0003,[1.00],[M/H],Kwetsbaarheden verholpen in Google Android en Samsung Mobile,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0003
NCSC-2025-0002,[1.00],[M/H],Kwetsbaarheden verholpen in Moxa's cellulaire routers en netwerkbeveiligingsapparaten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0002
NCSC-2025-0001,[1.00],[M/H],Kwetsbaarheden verholpen in Ipswitch WhatsUp Gold,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0001
